subjectID,Left-Thalamus,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalmiddlefrontal,ctx-lh-cuneus,ctx-lh-entorhinal,ctx-lh-fusiform,ctx-lh-inferiorparietal,ctx-lh-inferiortemporal,ctx-lh-isthmuscingulate,ctx-lh-lateraloccipital,ctx-lh-lateralorbitofrontal,ctx-lh-lingual,ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,ctx-lh-parahippocampal,ctx-lh-paracentral,ctx-lh-parsopercularis,ctx-lh-parsorbitalis,ctx-lh-parstriangularis,ctx-lh-pericalcarine,ctx-lh-postcentral,ctx-lh-posteriorcingulate,ctx-lh-precentral,ctx-lh-precuneus,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-superiorparietal,ctx-lh-superiortemporal,ctx-lh-supramarginal,ctx-lh-transversetemporal,ctx-lh-insula,Left-Caudate,Left-Putamen,Left-Pallidum,3rd-Ventricle,4th-Ventricle,Brain-Stem,Left-Hippocampus,Left-Amygdala,Left-Cerebral-White-Matter,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalmiddlefrontal,ctx-rh-cuneus,ctx-rh-entorhinal,ctx-rh-fusiform,ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,ctx-rh-isthmuscingulate,ctx-rh-lateraloccipital,ctx-rh-lateralorbitofrontal,ctx-rh-lingual,ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,ctx-rh-parahippocampal,ctx-rh-paracentral,ctx-rh-parsopercularis,ctx-rh-parsorbitalis,ctx-rh-parstriangularis,ctx-rh-pericalcarine,ctx-rh-postcentral,ctx-rh-posteriorcingulate,ctx-rh-precentral,ctx-rh-precuneus,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-superiorparietal,ctx-rh-superiortemporal,ctx-rh-supramarginal,ctx-rh-transversetemporal,ctx-rh-insula,CSF,CC_Posterior,CC_Mid_Posterior,CC_Central,CC_Mid_Anterior,CC_Anterior,Left-Accumbens-area,Left-VentralDC,Left-vessel,Left-choroid-plexus,Left-Lateral-Ventricle,Right-Cerebral-White-Matter,Right-Lateral-Ventricle,Right-Inf-Lat-Vent,Right-Cerebellum-White-Matter,Right-Cerebellum-Cortex,Right-Thalamus,Left-Inf-Lat-Vent,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,Right-VentralDC,Right-vessel,Right-choroid-plexus,Left-Cerebellum-White-Matter,WM-hypointensities,Left-Cerebellum-Cortex,Optic-Chiasm,non-WM-hypointensities,ctx-rh-temporalpole,5th-Ventricle
0027236,0.9715073529411765,0.863111599780099,0.9451150812811846,0.9315542377069435,0.7815063385533184,0.9247367069098382,0.9496604354827417,0.9123219652423886,0.9192406692406693,0.9380943139918494,0.9418948926720947,0.926044474393531,0.872577130404863,0.9376171352074967,0.7960302951162184,0.951115116017121,0.9453828346051616,0.9225589225589226,0.9361030328209389,0.9124545754872811,0.9483399917343986,0.9414547604967475,0.9588852909429889,0.9519798674952493,0.9035663338088445,0.9502496595551521,0.9531890821665959,0.9538174467423418,0.9476918229084607,0.951266566012414,0.8991525423728813,0.9513704686118479,0.9551266586248492,0.9623878536922015,0.9389002036659878,0.9414255469301341,0.972200571577033,0.9798730244495475,0.9455891425046268,0.9266004415011038,0.9840069787728991,0.9127000202552157,0.955187969924812,0.8925619834710744,0.7220726783310901,0.9407063676205207,0.948911538945514,0.9347005742411812,0.9102564102564102,0.9318403115871471,0.9260903947928706,0.9134735267226332,0.9177091702054402,0.9458023379383634,0.9184938036224977,0.936106296938186,0.9045442323205163,0.901004917682275,0.9093270979475189,0.8910891089108911,0.9261003070624361,0.9384511784511784,0.948170388440608,0.9425450573457127,0.8976675772221054,0.9378110568085011,0.9574417715295103,0.9223112128146453,0.9449912072316663,0.9386654046379556,0.8908554572271387,0.9577363896848138,0.9317211948790897,0.7804034582132565,0.7618025751072961,0.7776708373435997,0.7978227060653188,0.7779255319148937,0.8927038626609443,0.9504463708112304,0.711864406779661,0.7506950880444856,0.9474457148851358,0.9829869686476037,0.9529017024978252,0.7653910149750416,0.9664600222540136,0.970239716011658,0.9590926969975089,0.8320493066255779,0.9556258049408735,0.9632514817950889,0.940734781442746,0.9505552308591467,0.8632273545290942,0.8649056603773585,0.9274133200299326,0.5245901639344263,0.7402078337330136,0.9607095619699682,0.7436986689323138,0.9657860545690775,0.8033707865168539,0.0,0.0,0.0
0003002,0.9559535616358439,0.8658069013593587,0.9557589626239512,0.9128242960777081,0.8721292883470372,0.9398299979921023,0.9570279061804485,0.931293024071557,0.9116314199395771,0.941763440860215,0.9370857329131805,0.928983332016747,0.8746177370030581,0.9555370421796414,0.9215572341661824,0.9375551911189605,0.9482429549792298,0.9132716820794802,0.9478760045924225,0.8912842623960578,0.9553854769460519,0.9257666953281742,0.9645344245818077,0.9485678769358263,0.9041180086047941,0.9499718415618547,0.9517495820602986,0.9490144546649146,0.9533796876781032,0.9563968793375772,0.9166051660516605,0.9528252068297834,0.9578552766102465,0.9410179928798229,0.8620256345815531,0.931740614334471,0.9364844903988183,0.967014391963682,0.9441624365482234,0.9207828518173345,0.9831837360234372,0.9170607493634049,0.9481373265157049,0.9153574473267568,0.8158493017213381,0.9341233061535754,0.9543336439888164,0.9338197424892704,0.9067589576547231,0.945870239987887,0.9298689353874454,0.9224535197838869,0.9204951202094739,0.9574416782205075,0.911520737327189,0.9414708744612817,0.943640223895001,0.9116167664670659,0.9397311080203987,0.8714499252615845,0.9515985350885875,0.9163408913213448,0.9592771382596856,0.9428935253207954,0.9195726668010482,0.9424470392763188,0.9586776859504132,0.9491868051088854,0.9512663755458516,0.9574014381353831,0.8922577152138603,0.9572592157192039,0.8845070422535212,0.923185341789993,0.8746061751732829,0.9281914893617021,0.9660038486209108,0.9779179810725552,0.8904428904428905,0.888295165394402,0.5853658536585366,0.570957095709571,0.9673390970220941,0.9838381756345272,0.9628342504102713,0.9269162210338681,0.9358460934432666,0.9693780255244242,0.9606447438084593,0.5198237885462555,0.9662946181898552,0.9536592534535123,0.9197080291970803,0.9493302271403611,0.9296285110238599,0.9125925925925926,0.900378608613346,0.12987012987012986,0.6828391734052112,0.9406851594065121,0.7117212249208026,0.9660584584844578,0.6190476190476191,0.0,0.0,0.0
0027094,0.9252543625305519,0.9079155293779629,0.9539178989998159,0.9315843039692412,0.8327886710239651,0.9284548565411951,0.9569345748591032,0.9362831135964733,0.9130742049469964,0.9539054197662061,0.9306776223412554,0.9372928363660962,0.9052671828697065,0.9401059747853097,0.9256685618024847,0.945825752981605,0.9302388341654297,0.9301328761251607,0.9364558046551478,0.9100050276520865,0.9477854818168955,0.9400573758115658,0.95499828237719,0.9495265151515152,0.906514657980456,0.9530260439597656,0.9604431503444357,0.954346220142822,0.9562022194821208,0.952316617658746,0.922682614267407,0.9565620652341938,0.9347544289212156,0.9474316096389676,0.8537846732487071,0.9307692307692308,0.9651810584958217,0.9764773379231211,0.9304053315852726,0.9009261857984844,0.9833515912418115,0.9262020126723817,0.9541623539849179,0.9195156695156695,0.8741061755146262,0.952681699314156,0.9508680241132182,0.9468498659517426,0.925939438161255,0.946320912326578,0.9197127584903623,0.9452977067115506,0.9107601184600197,0.941999097763743,0.9311001141987058,0.9507741167129813,0.9289220498723738,0.9028794533918985,0.938850015211439,0.9251752225800342,0.952815699658703,0.9400934322616104,0.9553312534409983,0.9546061415220294,0.9211180124223602,0.9511409674850237,0.9634665567916495,0.9500576598953251,0.951902682470368,0.94206222576785,0.8938103350369109,0.9596226684770957,0.8787446504992867,0.9573033707865168,0.9507908611599297,0.9030585795749093,0.9095607235142119,0.9596819988642816,0.9057507987220448,0.9342624854819976,0.6666666666666666,0.650990099009901,0.9231830092401048,0.9833638824123069,0.9184617839476623,0.7988252569750367,0.9477866516835896,0.9610247612943361,0.9489416214237785,0.6830122591943958,0.9219712525667351,0.9509178287244938,0.9281686687913704,0.9297892618871122,0.8629876308277831,0.9059583632447954,0.9330817889246477,0.6776859504132231,0.6311111111111111,0.9575321725965178,0.6933219906422798,0.9652800740691753,0.4942084942084942,0.0,0.0,0.0
0025879,0.9631998265676657,0.8896678350859623,0.9557633377858097,0.9265608465608466,0.8631709587340987,0.9440303689643998,0.9529277512302974,0.9415127868345824,0.909005186232909,0.9422527631742352,0.9259641664136046,0.927455845861918,0.9209092616945331,0.9555996442498461,0.9141441937259218,0.9351213282247764,0.9487400387680379,0.916144578313253,0.9365645046329294,0.9051987767584098,0.952551712074168,0.9162979351032449,0.9609529179588384,0.9434821340195981,0.9308446354236606,0.9454844148545243,0.9605316014997322,0.9484493093562679,0.9533507853403141,0.9536370903277378,0.9297945205479452,0.9656707842573973,0.9465604912213375,0.9513582819136148,0.9184018007878447,0.9504612230953194,0.9585858585858585,0.968195213110041,0.9420824981538137,0.9274737125909949,0.9838031396039049,0.9275587492717032,0.9341935483870968,0.9288144135063626,0.8536126779478915,0.9378786421771325,0.9560857421677827,0.9409474818393522,0.9246038655754832,0.9366537898961107,0.914438217240459,0.9254077564334904,0.9107810447610387,0.954926261856955,0.9214844736177733,0.9413827655310621,0.9437074220150592,0.916595744680851,0.9132116004296456,0.916384726921218,0.9502027146130795,0.9362229102167182,0.959547341734945,0.9460945033751206,0.917070917070917,0.9248741912293315,0.9613883720547314,0.9530621367903442,0.9516974046818691,0.952621604548326,0.9236276849642004,0.9590746028259756,0.909479686386315,0.9205955334987593,0.9328621908127208,0.9486703772418058,0.9541689674213142,0.9524271844660194,0.8974739970282318,0.9448248086991542,0.6666666666666666,0.6950998185117967,0.9662948890795441,0.9824770077101166,0.9720101781170484,0.636085626911315,0.9487683743875204,0.968821675372527,0.9477430653635388,0.760655737704918,0.9449213851644641,0.9506797344293393,0.9194795398830851,0.9173851358725308,0.8931774938842076,0.8654592496765847,0.8697863682604272,0.5,0.7824151363383417,0.947843087790111,0.7468827930174564,0.9650925548095114,0.7740492170022372,0.0,0.0,0.0
0025462,0.9614401858304298,0.8535262206148282,0.9432573935191736,0.8642550582464745,0.5544871794871795,0.8857051894301178,0.9436728821999668,0.8569241011984021,0.8812451960030746,0.9104604994619466,0.9222514876597405,0.903169014084507,0.8897079671108591,0.9166692684754442,0.8873852102464959,0.8897505493085175,0.9421233282045213,0.8917982287254524,0.9124384500107043,0.824346675487926,0.9250116837319964,0.9214266559399302,0.9454367506728651,0.9293597057098684,0.8861740866909432,0.9487078106466338,0.9420651347096181,0.9225623167155426,0.9383396858865191,0.9245194119864305,0.9065708418891171,0.9566090511367712,0.9411112343351448,0.9336570846714185,0.9201213346814965,0.9528900768459739,0.9072087332956899,0.9506596782938731,0.9296454834815059,0.9105590062111801,0.975117841830077,0.8866752607523731,0.9451928156365558,0.8520964962665135,0.8352390852390852,0.9278981634437858,0.9551987996999249,0.9175156095957936,0.8952101302991374,0.9276834853558096,0.9376092757890863,0.9191625472521082,0.904811898512686,0.933066211245402,0.9070543374642517,0.9042296072507553,0.9340929009640666,0.91676212294769,0.9336960217613057,0.9033112582781457,0.9384693067878526,0.9058992118461906,0.9422312099764072,0.9424654842038028,0.8419432090318166,0.9396587255790949,0.9502901217095953,0.9403979276416039,0.9308315334773218,0.9405629981346447,0.8519383465670247,0.950316542802092,0.8970487302676733,0.7819326175490559,0.7640047675804529,0.7614061331338818,0.6862967157417894,0.6774519716885743,0.8678362573099415,0.9360114147733509,0.8,0.7601246105919003,0.9800796812749004,0.973823029593792,0.978865567579345,0.8541114058355438,0.7704946485391958,0.9035497570233445,0.9289025344651135,0.8796536796536797,0.8996800731261426,0.8609625668449198,0.8111510791366906,0.9212162314909008,0.9082723691615081,0.8253638253638254,0.9109050358023242,0.0,0.7825356842989085,0.6760274770054722,0.5874850538062973,0.856839616536228,0.8558352402745996,0.0,0.0,0.0
0027214,0.9705218114822299,0.9135582431572247,0.8674959437533802,0.908338405356056,0.7775779376498801,0.9309741657696448,0.9447821466524974,0.9372738238841978,0.882636655948553,0.9371294035577259,0.9290465631929047,0.9068336162988115,0.9023802640454852,0.9434859289931754,0.9070467777554708,0.9497030662949946,0.9523200584581659,0.9201244813278008,0.9492966961072947,0.8706505295007564,0.9444879531948219,0.9355652982595988,0.9626004893393918,0.9417968557488542,0.9126417962811367,0.8976529756915339,0.9560373179408014,0.951044540796216,0.9385313297419904,0.9463677130044843,0.9229173867957138,0.9524847062767117,0.9629843007345528,0.9474502833018553,0.9505977893074667,0.940991345397325,0.9567221510883482,0.9774153074027604,0.9413345275414241,0.9040090344438171,0.9797429087211835,0.9320046893317703,0.9455926855965489,0.8964925190090753,0.6822857142857143,0.9069384268017331,0.9415293553031515,0.9327220544932722,0.8699823276950265,0.920045197740113,0.9273879684198821,0.8815801909082317,0.8781298471083536,0.9460950919124365,0.9009414654113794,0.9456844278157657,0.9421912277482107,0.9198687910028116,0.9318634924357921,0.8458372902817347,0.9468470020675396,0.9350378293764675,0.9561066647525392,0.934544011989245,0.9195557051497812,0.9364085667215816,0.9597109657260033,0.9399400783590689,0.9384071297213185,0.941078919129841,0.8782452999104745,0.9481352442790403,0.9289967934035731,0.9593596059113301,0.9583333333333334,0.9628844114528102,0.9286343612334802,0.9132947976878613,0.889894419306184,0.9418253447143795,0.8108108108108109,0.7647058823529411,0.9669749009247027,0.9780946476544741,0.9677128427128427,0.881559220389805,0.9428929121725732,0.9691328960767353,0.9657447348388734,0.4816326530612245,0.9544468546637744,0.9505828948725885,0.9176470588235294,0.9433759535833244,0.9524535977625223,0.9185929648241206,0.9213752665245203,0.46153846153846156,0.782716049382716,0.944903837220106,0.7942293090356871,0.9688465857440779,0.66,0.0,0.0,0.0
0025598,0.9508771929824561,0.911712979247274,0.9552832590706556,0.9115182502485443,0.8710401596408082,0.9416682744871053,0.9434620174346202,0.9429883815185085,0.9247311827956989,0.9339929580603468,0.9362345516697345,0.9190110826939472,0.9251069900142653,0.9515337196855044,0.9272641952135148,0.9355528405620037,0.9398586937790798,0.9217628971643321,0.9324603721571331,0.8751861781352398,0.9397511460379829,0.9425888871786978,0.9465277777777777,0.9452754693751924,0.9337759336099585,0.9495090349195282,0.9562383826330404,0.9481264768763362,0.9569546339272346,0.9465089752056193,0.9199110122358176,0.9620560747663551,0.9523115064897185,0.9558312655086849,0.9442275515895148,0.9439746300211417,0.929393468118196,0.9752347120020299,0.9230224321133412,0.8474358974358974,0.9822230440065508,0.9297297297297298,0.9502407704654896,0.9208057395143487,0.8395193591455273,0.9298545181340072,0.9492575180956645,0.9458289148108873,0.921875,0.9245265416550051,0.9335106382978723,0.9226171243941842,0.9094202898550725,0.9561361010695785,0.9193628670980587,0.93052067637703,0.9279720279720279,0.8838582677165354,0.9116399188341634,0.8928104575163399,0.9481835781801617,0.9370092479497469,0.9555810912549035,0.9448022079116836,0.9104173736002714,0.9456381607219596,0.9557992264864635,0.9494449730415477,0.95390625,0.945054945054945,0.8888888888888888,0.9586683060626123,0.900990099009901,0.9681681681681682,0.9516288252714709,0.9516129032258065,0.78,0.9332545776727702,0.9090909090909091,0.9293966623876765,0.7166666666666667,0.7509238728750924,0.95397310948282,0.9815031225768825,0.9505992873339812,0.7710526315789473,0.96122625571717,0.9709995389782881,0.9384908984145626,0.8223748773307163,0.9574030552291422,0.9532614278376991,0.9204946996466431,0.9364803132477703,0.873898678414097,0.9070567986230637,0.9245023162639289,0.24,0.6848341232227488,0.9584981059817674,0.7843026538678712,0.9697114809050641,0.671875,0.0,0.0,0.0
0025406,0.9653477512902433,0.905802562170309,0.948084216032431,0.9131623212783851,0.855379746835443,0.9331675783192441,0.9430662871085808,0.9322443645867363,0.9102369050206477,0.9455371592182248,0.9395483613109512,0.9141666666666667,0.9244197987266379,0.9438409132756398,0.8946698199017646,0.9437694263916361,0.9372317596566524,0.9195193833597823,0.9333333333333333,0.885657256914742,0.9481543216307254,0.9310961353321414,0.9514665263711692,0.9553756354735454,0.9186415831908136,0.9252399232245682,0.9502589962608486,0.9510552718398337,0.9434953362788414,0.9265395436073773,0.9007695423248279,0.9286942924159499,0.9579126786416677,0.962408936376882,0.9308233159446586,0.9443976411120472,0.9562043795620438,0.9787286063569682,0.9443784639746635,0.916030534351145,0.9831679326008789,0.9284994964753273,0.9496455995274661,0.9095147276965458,0.8555619156649494,0.9400428265524625,0.9546307794495624,0.9378299527646569,0.9072209127919434,0.9474861049000192,0.9395867238743404,0.9265175718849841,0.9160997732426304,0.9403004403004404,0.905571090557109,0.9372223295344795,0.9256033128659146,0.9071518193224593,0.91504329004329,0.8755725190839695,0.9458780036968577,0.9314763231197771,0.9453886084050345,0.9527123333612811,0.9204231082180635,0.948326639892905,0.9568012034805203,0.9504710865243323,0.9494474488596285,0.9490673236462366,0.9072365225837785,0.9369689479375869,0.8990551964196917,0.9429037520391517,0.9487666034155597,0.8953424657534247,0.95690030474532,0.9532852259779719,0.8350634371395617,0.9504735595895817,0.9007633587786259,0.7656813266041816,0.9811074386909863,0.9829809554806316,0.9772636617471081,0.8149466192170819,0.9342459202582342,0.9645005967323759,0.9484627951878806,0.9023255813953488,0.940664261724095,0.9545942779025486,0.9429416737109044,0.9391799097508339,0.9337579617834395,0.8415384615384616,0.9454620292241201,0.16,0.7828571428571428,0.9332869645858691,0.765210899589399,0.9636606807913751,0.904862579281184,0.0,0.0,0.0
0026055,0.9607868182398773,0.9086385350318471,0.946006687496574,0.9190360610263523,0.8372634643377002,0.9152458854833941,0.9340300075894682,0.90265604249668,0.9119891470239104,0.9376639898226922,0.9221334707549601,0.9317413586304656,0.9063604240282686,0.9407721046077211,0.9015665185877951,0.9493152841177397,0.9365487250444752,0.9246339362618432,0.9426152398871119,0.8941836019621584,0.9385919528793728,0.9393555394641564,0.9486463050390211,0.940405714736759,0.9246203405430281,0.9327462915903315,0.9507488701392852,0.9368869287506654,0.9487249107124209,0.9392692266399456,0.930841121495327,0.9569788352469221,0.9402764067127345,0.9553911678995741,0.9099790648988136,0.9399899142713061,0.8944420508401552,0.9504094012676477,0.9413533834586466,0.9233922623622854,0.9835314990485184,0.9244632918102306,0.9338724264510294,0.9202999166898084,0.7636874122601778,0.9301375158778373,0.9415138650528407,0.9274208595061882,0.925689404934688,0.9331837192696113,0.9201814496670205,0.9324263038548752,0.8988166223282268,0.9378331257783312,0.887627695800227,0.9507772020725389,0.9456847147378326,0.8694310511089681,0.9120721459315434,0.8861657529829088,0.940467464777262,0.9316745655608215,0.9451134408776656,0.9489835059455313,0.9120297525389787,0.9173075097313206,0.9489838488586924,0.9456032438747809,0.9338279162667635,0.9372145170666888,0.9200887902330743,0.9541464692781344,0.8840353614144566,0.9511627906976744,0.9617117117117117,0.9376285126799178,0.9123404255319149,0.9466746554823248,0.8771466314398944,0.9397477814105558,0.4722222222222222,0.7183246073298429,0.9462884731442366,0.9838782864549526,0.9441717791411043,0.8906789413118527,0.9268065887353879,0.9538365786431937,0.9222849968612681,0.774869109947644,0.9483957819160871,0.9577962731089342,0.9363041898764835,0.9429657794676806,0.9263873159682899,0.8785261945883708,0.9247386759581881,0.46153846153846156,0.7064220183486238,0.956584328480288,0.7360109852385857,0.9645698312256483,0.56875,0.0,0.0,0.0
0027294,0.967122161717867,0.943462570556121,0.9569787813899163,0.9318596415924455,0.9008595988538682,0.9518178855732974,0.9609567994215822,0.9538070436507936,0.9279504584970822,0.953350874477635,0.9410135970333745,0.9413124125767804,0.9036751901750527,0.9571428571428572,0.92802338326635,0.9548636698599853,0.9575462512171373,0.902770607468594,0.9533898305084746,0.912882787750792,0.9574665331701709,0.9522455940875497,0.9641359239921253,0.9507380991872616,0.9285714285714286,0.961581575461123,0.9696062048743576,0.9549274255156608,0.9592971215904272,0.9609795677509774,0.9374627754615843,0.9619302266361089,0.9560123329907503,0.9709314661574369,0.9455276381909548,0.9652294853963839,0.96972049689441,0.9781833913598813,0.9352750809061489,0.9326377863461103,0.9872805056376667,0.9462686567164179,0.9539730466160984,0.9247486544125114,0.887707358570821,0.9468232916508779,0.95530034341046,0.9470783791068915,0.9290146438322164,0.9380686821250367,0.9375433726578765,0.9358785544352555,0.9247787610619469,0.9585513282877025,0.9231950844854071,0.9455311465543184,0.9406195498712732,0.9267685744756488,0.9236111111111112,0.9231062774279718,0.9523629346551137,0.9446666666666667,0.9646523675648356,0.9513794575297816,0.9124195942602672,0.9501733658661873,0.9703861388806553,0.9452318966348472,0.9657274516392262,0.948886210437034,0.8982097186700767,0.9650929028327749,0.9276048714479026,0.7824750192159877,0.7838827838827839,0.8197381671701913,0.755533199195171,0.7894501564595441,0.8930163447251115,0.9536824535781347,0.7160493827160493,0.707193515704154,0.9639054322324491,0.9874523660218996,0.9552238805970149,0.8408759124087591,0.9574138858988159,0.9731301443397352,0.9677492361661197,0.8067226890756303,0.9543576627975605,0.9737331954498449,0.9439466555532403,0.9349807575450678,0.9288135593220339,0.8777070063694268,0.9401203713149036,0.43478260869565216,0.7315175097276264,0.9490227152667723,0.8510558069381599,0.9708226026359642,0.6616541353383458,0.0,0.0,0.0
