subjectID,Left-Thalamus,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalmiddlefrontal,ctx-lh-cuneus,ctx-lh-entorhinal,ctx-lh-fusiform,ctx-lh-inferiorparietal,ctx-lh-inferiortemporal,ctx-lh-isthmuscingulate,ctx-lh-lateraloccipital,ctx-lh-lateralorbitofrontal,ctx-lh-lingual,ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,ctx-lh-parahippocampal,ctx-lh-paracentral,ctx-lh-parsopercularis,ctx-lh-parsorbitalis,ctx-lh-parstriangularis,ctx-lh-pericalcarine,ctx-lh-postcentral,ctx-lh-posteriorcingulate,ctx-lh-precentral,ctx-lh-precuneus,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-superiorparietal,ctx-lh-superiortemporal,ctx-lh-supramarginal,ctx-lh-transversetemporal,ctx-lh-insula,Left-Caudate,Left-Putamen,Left-Pallidum,3rd-Ventricle,4th-Ventricle,Brain-Stem,Left-Hippocampus,Left-Amygdala,Left-Cerebral-White-Matter,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalmiddlefrontal,ctx-rh-cuneus,ctx-rh-entorhinal,ctx-rh-fusiform,ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,ctx-rh-isthmuscingulate,ctx-rh-lateraloccipital,ctx-rh-lateralorbitofrontal,ctx-rh-lingual,ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,ctx-rh-parahippocampal,ctx-rh-paracentral,ctx-rh-parsopercularis,ctx-rh-parsorbitalis,ctx-rh-parstriangularis,ctx-rh-pericalcarine,ctx-rh-postcentral,ctx-rh-posteriorcingulate,ctx-rh-precentral,ctx-rh-precuneus,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-superiorparietal,ctx-rh-superiortemporal,ctx-rh-supramarginal,ctx-rh-transversetemporal,ctx-rh-insula,CSF,Left-Accumbens-area,Left-VentralDC,Left-choroid-plexus,Left-Lateral-Ventricle,Right-Cerebral-White-Matter,Right-Lateral-Ventricle,Right-Inf-Lat-Vent,Right-Cerebellum-White-Matter,Right-Cerebellum-Cortex,Right-Thalamus,Left-Inf-Lat-Vent,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,Right-VentralDC,Right-choroid-plexus,Left-Cerebellum-White-Matter,WM-hypointensities,Left-Cerebellum-Cortex
0025462_norm,0.9569050519111421,0.9034870053545775,0.7719671201814059,0.8621935483870967,0.8798948751642576,0.9052786463123046,0.7738931131080147,0.7048472639065905,0.9010161836657885,0.6022353714661407,0.7354469854469855,0.8805863425098319,0.8660672907591065,0.7267340067340068,0.9315303713243185,0.8803991072600762,0.7478354978354979,0.2862903225806452,0.5396967995508142,0.8397200933022326,0.8260218097061517,0.9135185763346862,0.8758956082711512,0.9192578506450121,0.9051755338400289,0.5346741400153863,0.8260287800183103,0.7885474126608878,0.8484376259437384,0.8822290063206777,0.886685552407932,0.9645973033383806,0.9548270131439794,0.9566082082806002,0.9198634263908415,0.9660144181256437,0.9326612903225806,0.9254214976456888,0.9589573568080485,0.9344216155361666,0.9624692561971618,0.9072271960555339,0.8639437381660806,0.8508192009198046,0.8150319829424307,0.8450773385710778,0.8029731445859635,0.7248266296809986,0.9239254469379993,0.6318510858324715,0.8685658260253827,0.871900197778792,0.8664448241748358,0.7809273988830597,0.9450119539230603,0.8791133844842285,0.7453310696095077,0.6780400714144019,0.7157133011716058,0.8592999313658202,0.8280433397068196,0.8811167356956588,0.8743244797056456,0.8953161700363838,0.9007253437263181,0.6770058708414873,0.8602913139632425,0.7832007073386383,0.8561195504507843,0.8697874080130826,0.8811126065500224,0.965072184152751,0.9332370985203897,0.9205440229062276,0.9202160814460836,0.8891415577032404,0.9898962970861881,0.9656425601310542,0.9882473547395013,0.9118329466357309,0.8650870406189555,0.8165245935671377,0.9582999692023406,0.9189551239115874,0.9593613933236574,0.9606493735662608,0.9227836034318398,0.9639549157460104,0.9282349681352176,0.918222794591114,0.9347946418687036,0.8867052023121387,0.9105083644632126,0.8656957928802589,0.8414685545695832
0025598_norm,0.9705424055798768,0.9246456965088143,0.7295970546123952,0.8105585063576373,0.8168206435170436,0.8214704404622342,0.6779397198245366,0.5455940657373065,0.9147286821705426,0.5356359649122807,0.7109036345448483,0.852411388727484,0.776807774666447,0.6307729703451629,0.8928571428571429,0.8920644572818486,0.8163592622293504,0.5274831243972999,0.6779591836734694,0.7980099502487562,0.7600748416810593,0.9320423821702594,0.8663818795946752,0.9046066619418852,0.5964571705896627,0.39747918073373845,0.7021159775309372,0.7379264875556288,0.8076106345026756,0.7323001631321371,0.8716417910447761,0.9576919353277181,0.9726508785332315,0.9703571802660521,0.9439666406046391,0.9613656783468104,0.8431561996779388,0.915244412958073,0.9554970540303372,0.8849221420432967,0.948457329851523,0.9140145170295924,0.7001142421934501,0.7061203844208397,0.7960618846694796,0.8072935287808366,0.6020985779373188,0.5508654306629267,0.9144919489172681,0.40869565217391307,0.7991360691144709,0.8143973822941284,0.7888391319324837,0.6137175224726019,0.8863146551724138,0.8797804836220202,0.7767400881057269,0.4790011350737798,0.6634275618374559,0.5907087148185826,0.7212807384437874,0.9191031390134529,0.8107082015088829,0.9116772576225733,0.7800429184549357,0.6472762333279769,0.7689922480620155,0.6980176778511972,0.735225955967555,0.7226310529662942,0.8695652173913043,0.9603214465092919,0.8968014484007242,0.9269949066213922,0.9355895196506551,0.8928877463581834,0.97495134660054,0.9466287798382895,0.9735500101992248,0.8699271592091571,0.80741217856612,0.5931930223739097,0.9633125285431573,0.9066666666666666,0.9729336437718277,0.964972456085646,0.9439203354297694,0.9341805538904208,0.8996655518394648,0.9122516556291391,0.9256175017642908,0.8918918918918919,0.8441558441558441,0.8620788943276706,0.7124784940795466
0027434_norm,0.9473888314374354,0.584736653529201,0.5476638217850427,0.7106401384083045,0.23799582463465555,0.7413824219454972,0.7017543859649122,0.38019323671497585,0.8561382947553472,0.4904364884747425,0.5639013452914798,0.8767547253233116,0.3250283125707814,0.649667994687915,0.8252605763335377,0.8421870146008077,0.46409379579872984,0.0,0.05730659025787966,0.7103631532329495,0.6234231010110047,0.8801417043888998,0.801146692770242,0.8932324197222427,0.04845446950710108,0.04081632653061224,0.5732360097323601,0.6267591674925669,0.7695872307560285,0.5988700564971752,0.9075182967398536,0.7468332465729655,0.89120151371807,0.8045356371490281,0.8684137931034482,0.9007004532344458,0.6494464944649446,0.877549108397614,0.7719364599092284,0.7864229765013054,0.9317041262199429,0.7675885492479378,0.5344352617079889,0.7640891218872871,0.13249211356466878,0.7588652482269503,0.6300014549687182,0.284789644012945,0.8315658140985652,0.3673165649650246,0.4657064471879287,0.840737910708438,0.3020730503455084,0.4951241134751773,0.7871794871794872,0.72495657209033,0.46264367816091956,0.0,0.20689655172413793,0.4101599247412982,0.435589519650655,0.8321629213483146,0.5959421201635734,0.873781459063396,0.0,0.25694573932500464,0.6775412087912088,0.6014492753623188,0.5884381338742394,0.5251282051282051,0.6267995570321152,0.7444215263453966,0.8828522920203735,0.1791044776119403,0.9124362073596561,0.8294243070362474,0.9551655013934386,0.9243439277350285,0.9411897760687628,0.7508680555555556,0.7734353943183656,0.5631195159371821,0.9624138379503187,0.8395536744901886,0.8638326137495849,0.8755043227665706,0.8948019801980198,0.74011418904631,0.5831842576028623,0.0,0.899580492920818,0.8093645484949833,0.8526178295417438,0.7537783375314862,0.6863330106103416
0027268_norm,0.9672595777951525,0.9059909275770374,0.7818338153677793,0.8019552191737622,0.7963951935914553,0.8525177172696755,0.7293499249088179,0.6176955486352812,0.9367429340511441,0.5660320791485535,0.7410738871041762,0.8755696300301228,0.7732952516958229,0.7943533002670736,0.9300248138957816,0.902913688840022,0.72973713033954,0.5262754123513618,0.4966203290396633,0.8652639350313769,0.7903011934078424,0.9314268142681427,0.8601925491837589,0.9407471235237468,0.7560250907890392,0.14649231312952818,0.7525507627033033,0.7598586733530887,0.8194314276788504,0.8270963092603079,0.8863443596268024,0.9574520615587194,0.9600108445167412,0.9672105672105672,0.935790273556231,0.955494289090193,0.9364341085271318,0.9513739885737921,0.9540857840288272,0.9112177564487103,0.9635851353786962,0.9040703620372265,0.6973621103117505,0.734260505458352,0.7761921336581971,0.8546799908459837,0.7765275601766131,0.7095688204065778,0.8922244094488189,0.4355140186915888,0.7977265128719492,0.8767167039284574,0.7826310380267215,0.7167191755219736,0.9205518553758325,0.8221239995221599,0.7309538092381523,0.5413854351687389,0.6805771365149833,0.8402536305993046,0.7423861577132168,0.8911487758945386,0.7804852918448303,0.8836961264362244,0.8482457961386756,0.7011690066380779,0.8238021280048217,0.7523248969982342,0.8082162162162162,0.7270157586036322,0.8571428571428571,0.9559255631733594,0.9203539823008849,0.9050203527815468,0.9413465510119785,0.9026798307475318,0.9812332439678284,0.9639069721119353,0.9777453893155446,0.8805555555555555,0.8969615869017632,0.858164023468525,0.9640221402214022,0.8516949152542372,0.9568138195777351,0.9628705148205928,0.9390340459224069,0.9543197616683218,0.9231554761296911,0.8954344624447718,0.9436094017956219,0.8630872483221477,0.9205840863166724,0.8611275964391691,0.8622835533735819
0025930_norm,0.9638040345821326,0.8745585751573776,0.7574770506366597,0.858629210560541,0.8007045797684952,0.8412283798093894,0.6492372256564396,0.6026060322898822,0.9297042434633519,0.6198718420858805,0.8294063446097144,0.9171614771904417,0.8104801712712815,0.785810871720905,0.9071194762684124,0.9049088917654088,0.7954247587275111,0.698972873321043,0.5714285714285714,0.8707998106956933,0.7989692935366115,0.9215284885704538,0.8628399734654856,0.9271275382158339,0.6701926709482433,0.27947757786099187,0.7183094596511134,0.7502458210422812,0.8739809138595716,0.8050741981809478,0.917037037037037,0.9621398523692356,0.964098532494759,0.9742640251805221,0.9378431803206677,0.9674445404782483,0.9186101856258925,0.9425801238890386,0.958148893360161,0.9118046132971506,0.9626611728053867,0.9367857142857143,0.6999306999306999,0.8159879336349924,0.7932628797886394,0.8805651193161581,0.7291287816167962,0.6306787814003206,0.87924621869576,0.5223362831858407,0.8083311009911599,0.911417888984757,0.7724777357569843,0.6763221639079532,0.9204516938519448,0.8375919232207404,0.7489484170909896,0.5288197621225984,0.5180300266591834,0.8098006644518272,0.7492457073893247,0.9171420809562619,0.7977488256669325,0.896078792341679,0.9077372262773723,0.65625,0.7896187628480658,0.7055527254202751,0.7902900957563337,0.7524413842761352,0.867574931880109,0.96462082756499,0.9236577181208053,0.9220055710306406,0.9376222560312976,0.8819068255687974,0.9847393689986282,0.961543312622122,0.9835854522046991,0.8727735368956743,0.8841862254713351,0.8386349578195123,0.9707374631268436,0.8808777429467085,0.9629817444219066,0.9704557737344622,0.945821452072823,0.9666769199220753,0.9288083694820107,0.922850844966936,0.9446129648354118,0.9135212613473483,0.9337205601527689,0.8543930456380007,0.8411352558895208
0025248_norm,0.9636259029597903,0.8621553884711779,0.7388582640381202,0.6946245856751694,0.7520572450805009,0.8663442111063491,0.7257461781121087,0.6235598401128615,0.8983510749321645,0.37231144923452614,0.8004263590193742,0.8605631681975606,0.8231046931407943,0.7833911535125759,0.9211206896551725,0.8948395490026019,0.838363121398574,0.5572789115646258,0.5642340871998135,0.6249134948096886,0.7186281418839559,0.9191155891407781,0.8403807656167014,0.9182493093922652,0.7289557419728088,0.2687725131615406,0.7065903977010871,0.7259242981926056,0.8584722169253651,0.7675991243006568,0.8261376896149358,0.9544690725774185,0.9568148980574731,0.9706628033321261,0.9349878608038845,0.9448934606906686,0.9272165857962065,0.933901655547319,0.9591836734693877,0.8919188560026604,0.9551154063198277,0.9124779187409667,0.668465290028017,0.6729004940014114,0.7303754266211604,0.8248395126424735,0.7388699861024585,0.6768399899522733,0.8798977853492334,0.2478111914731633,0.8563980013034977,0.8163711236238339,0.8558934605446233,0.7095309232148193,0.8980769230769231,0.9164297896532121,0.7525488784934629,0.6702783485895759,0.5432218452092422,0.6373563218390804,0.696651027341854,0.8844292627384003,0.7396620414892155,0.9126021505376344,0.9181199136356087,0.6792506792506793,0.8260199402961778,0.7767045454545455,0.8153803770317604,0.7157095396298054,0.8661601402688486,0.9581922683253287,0.8660524450744153,0.9067055393586005,0.9380132450331126,0.8126984126984127,0.9527439024390244,0.9575753409808935,0.943881741034766,0.932527693856999,0.8992314720266567,0.8372812649884733,0.9597395694924262,0.8968903436988543,0.9535436816235928,0.9647730313029519,0.9188630490956072,0.9588631264023935,0.9030898876404494,0.9042857142857142,0.929276754737123,0.8030075187969925,0.8920307175914154,0.8846153846153846,0.8184780471361555
0025011_norm,0.9624323929250109,0.8289412852519649,0.6318573667711599,0.7581952767007403,0.5441465009810333,0.7642669469259065,0.6363121816237972,0.4049436568520538,0.8753993610223643,0.43430859939926575,0.5970582543061738,0.7954890479288658,0.5453106450336367,0.6851704996034893,0.8004039044092898,0.8928475033738191,0.7436295147352094,0.27147766323024053,0.5112420868805938,0.7355008787346221,0.733620494218998,0.9087883829980336,0.8360153629247897,0.9134393729829414,0.34237074401008827,0.4142334212990551,0.4501083658430863,0.7195502810743285,0.7166218899661254,0.7449659909758233,0.7619047619047619,0.8943890424125917,0.9705159705159705,0.9555435370470524,0.9328723710746183,0.9322469982847341,0.8155825589706933,0.8365154208858313,0.9198270126413839,0.8009563658099222,0.9483201687504694,0.7179067865903516,0.6068111455108359,0.6289099526066351,0.3718674211802749,0.37215777262180977,0.6258524251015248,0.24751006569188388,0.8490566037735849,0.3045960605195547,0.7430822960508642,0.6264063106168369,0.5652542372881356,0.32653061224489793,0.4970364098221846,0.9054773453211877,0.5459548706659328,0.44214876033057854,0.5591894774262354,0.6173108328796951,0.6549956628026181,0.8919871794871795,0.7144289833270653,0.8899783259366292,0.7458033573141487,0.5742478358254132,0.6105293052646527,0.7044448379670621,0.6096318211702827,0.6294426294426294,0.5854657113613101,0.8611073689882797,0.8814531548757171,0.8465116279069768,0.8734134936539746,0.8534201954397395,0.9700252262947024,0.9443592537293356,0.9532871972318339,0.484375,0.692648657690056,0.5800374814418185,0.9648369851667796,0.9057851239669421,0.9706601466992665,0.9445962189924598,0.9148591777274199,0.7165999618829807,0.6120218579234973,0.8581818181818182,0.8675395340928413,0.8502879078694817,0.8007597340930674,0.816245666171372,0.7228843750582881
0025507_norm,0.9623616236162361,0.8889275160785677,0.8154240869302747,0.7049599454576444,0.7896649172385951,0.725406661502711,0.6347549331635901,0.44220665499124345,0.8729430806582142,0.46757365829229613,0.7710484859093296,0.7619565217391304,0.7909449494083347,0.7604137229412762,0.8812050667579596,0.8558914947725346,0.6160392798690671,0.5467625899280576,0.635060975609756,0.7873090481786134,0.7933629629629629,0.8917517674783975,0.8537527844706096,0.85843222463647,0.5251475796930343,0.22412191042557145,0.7583894780954837,0.73990979530473,0.8167080818838007,0.6953991880920163,0.874409820585458,0.9631767690020118,0.9610976594027442,0.9631007144954488,0.9099395936298736,0.9430985915492958,0.8905579399141631,0.9354838709677419,0.9444295302013422,0.8903654485049833,0.9537063516212501,0.8957464553794829,0.7181919079810312,0.5953067105804858,0.8017492711370262,0.8138049236522281,0.6890580510198152,0.6176991150442478,0.8730034040324692,0.3372425629290618,0.7998442973919813,0.8408849181025314,0.7941750487914727,0.6251020646214861,0.8972023422251139,0.8600217020616958,0.6887249736564806,0.46396396396396394,0.5762670266290343,0.7426470588235294,0.7736507540820142,0.8721804511278195,0.8365218204780392,0.8818469393418059,0.8262773722627738,0.6542224898389282,0.8014641982461223,0.6564311259094833,0.8186043309119703,0.7574652074044048,0.8842105263157894,0.9620680465488141,0.8880643166357453,0.9206030150753769,0.931638795986622,0.8648648648648649,0.9765959384391221,0.9537894891326475,0.9660497936360005,0.9041372351160444,0.8564396312539156,0.8082356265009182,0.9507650937960177,0.8634538152610441,0.9555457096440703,0.9632433509313677,0.908246225319396,0.9585736759307814,0.9000724112961622,0.875,0.9176501790213499,0.8821034775233249,0.9032525035173384,0.8572283747381023,0.8340230343520966
0026055_norm,0.9676901924839597,0.8344370860927153,0.6809243576862352,0.7232281427832384,0.8423586040914561,0.8631826189078098,0.6411160749275021,0.7503527624009552,0.8812056737588653,0.5556960025280455,0.8672765657987332,0.8946470742587247,0.8327392739273928,0.776114001357159,0.9266770670826833,0.8866563626996393,0.7799732083054253,0.6691399662731872,0.6773021639551414,0.8092920353982301,0.7408557160210555,0.9121319738801695,0.8057255122088128,0.8988975132248974,0.6741104659818371,0.4556341348420556,0.6719667893788674,0.6857039580697633,0.8770869314910765,0.7607532485581266,0.920373831775701,0.9556606562222879,0.9462694877505567,0.9760839376639407,0.9483322432962721,0.9427385892116182,0.9205702647657841,0.9497055591558423,0.9493566284972258,0.926200451176281,0.9572490879309061,0.8702875399361022,0.69843544727099,0.7798826487845767,0.8300550747442959,0.8644997889404812,0.6325959827103992,0.4879551820728291,0.8147418210484825,0.4188835921882208,0.8137831238129691,0.8549607816155222,0.7891688386909933,0.6984667802385008,0.9136749794464237,0.8546276469188675,0.7573886772625772,0.35294117647058826,0.6132110091743119,0.6643167028199566,0.6714095153401511,0.877087325485902,0.704892785215022,0.8805247402711746,0.729144327686039,0.6659592939133789,0.761029651352232,0.7147592463363573,0.7328085805726148,0.7470112125937477,0.9009433962264151,0.9449331066597679,0.8956386292834891,0.9101620029455081,0.9431127012522361,0.8798586572438163,0.9587301587301588,0.9538323642839452,0.9596122778675282,0.9152,0.9061449831973115,0.7969736933435135,0.9617256504236015,0.8588351431391905,0.9437068507700478,0.9681711650412036,0.9479973445452534,0.9593419506462985,0.9143561306223044,0.904047976011994,0.9415339735018841,0.8796992481203008,0.9458099960757732,0.810515247108307,0.8848865282472236
